DBN,rr_s,rr_t,rr_p,N_s,N_t,N_p,saf_p_11,com_p_11,eng_p_11,aca_p_11,saf_t_11,com_t_11,eng_t_11,aca_t_11,saf_s_11,com_s_11,eng_s_11,aca_s_11,saf_tot_11,com_tot_11,eng_tot_11,aca_tot_11
21K199,,69,85,,31.0,356.0,8.8,7.4,7.6,7.7,7.6,5.7,6.7,7.5,,,,,8.2,6.6,7.1,7.6
21K209,100.0,88,72,198.0,53.0,438.0,9.1,8.3,8.2,8.5,8.0,6.9,7.9,8.3,6.6,6.1,6.9,7.7,7.9,7.1,7.7,8.2
21K212,,98,80,,48.0,412.0,8.7,7.7,7.5,7.8,9.7,8.9,9.8,9.5,,,,,9.2,8.3,8.7,8.7
21K215,,72,70,,34.0,418.0,8.6,7.3,7.3,7.7,9.0,8.1,8.8,8.8,,,,,8.8,7.7,8.0,8.2
21K216,,94,81,,33.0,315.0,9.3,8.7,8.6,8.9,8.3,6.4,7.2,7.7,,,,,8.8,7.6,7.9,8.3
21K225,92.0,94,80,260.0,75.0,576.0,8.8,7.8,7.6,8.0,8.7,8.4,8.8,9.1,8.0,7.0,8.0,8.3,8.5,7.7,8.1,8.5
21K226,99.0,83,72,261.0,60.0,497.0,8.8,8.0,8.0,8.2,8.1,7.8,8.2,8.7,7.3,6.6,7.5,7.9,8.1,7.5,7.9,8.3
21K228,99.0,89,71,793.0,50.0,533.0,8.4,7.6,7.5,7.9,8.1,8.0,8.5,8.9,6.7,5.9,6.8,7.6,7.7,7.2,7.6,8.1
21K238,97.0,80,56,158.0,41.0,246.0,8.9,8.3,8.3,8.5,8.7,8.2,8.9,9.1,7.8,7.7,8.2,8.8,8.5,8.0,8.5,8.8
21K239,94.0,91,81,1247.0,68.0,1039.0,8.9,7.8,7.9,8.4,9.1,8.5,9.0,9.2,7.8,6.4,7.7,8.0,8.6,7.6,8.2,8.5
21K253,,96,92,,49.0,509.0,9.2,8.5,8.3,8.7,9.7,9.1,9.6,9.5,,,,,9.5,8.8,8.9,9.1
21K281,96.0,98,61,1228.0,89.0,734.0,8.1,7.2,7.2,7.7,7.8,7.5,7.8,8.1,6.8,5.9,6.8,7.6,7.6,6.9,7.3,7.8
21K288,97.0,79,41,145.0,33.0,149.0,8.1,7.2,7.1,7.6,6.4,5.6,5.5,6.3,6.0,6.3,6.8,7.4,6.8,6.4,6.5,7.1
21K303,98.0,100,93,697.0,53.0,614.0,8.6,8.0,7.9,8.3,8.5,8.2,8.2,8.8,7.8,7.4,8.2,8.7,8.3,7.9,8.1,8.6
21K329,,81,89,,39.0,352.0,8.8,8.1,8.1,8.4,7.9,8.0,8.2,8.6,,,,,8.4,8.1,8.1,8.5
21K337,94.0,96,46,306.0,22.0,137.0,8.3,7.8,7.4,7.6,7.5,5.8,6.6,6.8,7.6,7.0,7.1,7.8,7.8,6.8,7.0,7.4
21K344,90.0,84,57,403.0,27.0,247.0,7.7,7.5,7.3,7.7,6.5,5.3,6.1,6.8,6.3,6.1,6.1,7.1,6.9,6.3,6.5,7.2
21K348,75.0,100,28,238.0,26.0,89.0,7.8,7.3,7.3,7.7,7.3,7.2,7.3,7.9,6.0,6.4,6.9,7.6,7.0,7.0,7.2,7.8
21K410,76.0,92,15,1861.0,135.0,339.0,7.4,6.6,6.7,6.9,7.1,6.2,6.7,7.2,6.0,5.8,6.2,7.0,6.8,6.2,6.5,7.0
21K411,69.0,82,0,140.0,28.0,,,,,,8.4,8.6,8.8,8.9,7.2,6.2,6.9,6.9,7.8,7.4,7.9,7.9
21K468,97.0,100,72,383.0,26.0,263.0,7.9,7.5,7.3,7.8,7.4,8.0,8.4,8.5,6.4,6.3,6.5,7.2,7.2,7.3,7.4,7.9
21K525,89.0,93,34,3436.0,192.0,1290.0,8.1,7.4,7.6,7.6,7.5,7.3,7.7,8.0,7.0,6.0,6.8,7.3,7.5,6.9,7.4,7.6
21K540,75.0,94,35,1879.0,128.0,828.0,7.0,6.7,6.7,7.0,6.4,5.4,6.5,6.7,6.4,5.6,6.5,7.0,6.6,5.9,6.6,6.9
21K559,47.0,76,20,98.0,13.0,40.0,8.1,7.3,7.4,7.4,6.0,4.3,5.4,6.8,6.2,6.4,6.4,7.0,6.8,6.0,6.4,7.1
21K572,70.0,72,24,135.0,13.0,45.0,8.5,8.1,7.7,8.2,7.4,7.2,7.4,8.4,6.4,5.9,6.1,6.8,7.4,7.1,7.1,7.8
21K620,65.0,100,18,700.0,84.0,186.0,7.1,7.2,7.1,7.2,8.3,8.3,8.4,8.8,5.5,5.5,6.2,6.9,7.0,7.0,7.2,7.6
21K690,94.0,74,31,797.0,43.0,234.0,8.1,7.3,7.4,7.7,6.4,5.4,6.1,6.3,6.5,5.9,6.7,7.1,7.0,6.2,6.7,7.0
21K728,73.0,91,41,121.0,10.0,66.0,9.0,8.5,8.4,8.9,7.1,5.7,6.7,7.5,7.7,6.3,7.3,7.8,8.0,6.8,7.5,8.0
22K014,92.0,97,15,584.0,63.0,89.0,8.2,7.4,7.3,7.8,8.0,8.4,8.9,8.9,6.3,5.7,6.7,7.5,7.5,7.2,7.6,8.1
22K052,,100,80,,57.0,467.0,8.9,8.1,8.0,8.2,8.4,7.9,7.9,8.3,,,,,8.6,8.0,8.0,8.2
22K078,95.0,89,42,1043.0,72.0,430.0,7.9,7.3,7.2,7.6,6.3,6.7,6.6,7.1,5.4,5.4,6.0,7.2,6.6,6.5,6.6,7.3
22K109,96.0,67,32,240.0,39.0,155.0,8.1,7.5,7.7,7.6,5.7,6.1,6.1,6.8,5.4,5.9,6.6,7.4,6.4,6.5,6.8,7.3
22K119,,100,47,,39.0,195.0,9.2,8.5,8.3,8.7,8.9,7.9,8.3,8.8,,,,,9.0,8.2,8.3,8.8
22K134,,80,92,,32.0,369.0,8.8,7.9,7.8,8.2,8.7,7.0,7.6,8.3,,,,,8.8,7.4,7.7,8.2
22K139,,58,55,,41.0,461.0,8.5,7.7,7.9,8.0,6.7,5.1,5.7,6.3,,,,,7.6,6.4,6.8,7.1
22K152,,92,69,,49.0,479.0,8.9,8.3,8.1,8.6,7.8,7.3,7.5,8.1,,,,,8.4,7.8,7.8,8.3
22K193,,97,45,,60.0,314.0,8.8,7.9,7.9,8.3,7.9,7.8,7.4,8.3,,,,,8.3,7.8,7.6,8.3
22K194,,95,49,,38.0,164.0,8.6,8.2,8.0,8.5,7.1,7.1,7.2,7.7,,,,,7.8,7.6,7.6,8.1
22K195,,91,84,,21.0,277.0,9.1,8.2,7.9,8.2,9.0,8.3,9.0,9.1,,,,,9.1,8.2,8.4,8.7
22K197,,94,79,,46.0,336.0,8.9,8.1,8.0,8.4,8.2,7.5,8.2,8.8,,,,,8.6,7.8,8.1,8.6
22K198,,67,49,,29.0,228.0,8.5,8.0,7.8,8.1,6.9,7.1,7.5,8.0,,,,,7.7,7.5,7.6,8.1
22K203,,59,34,,38.0,246.0,8.5,7.9,7.7,8.1,5.9,5.9,6.0,7.1,,,,,7.2,6.9,6.8,7.6
22K206,99.0,85,59,341.0,74.0,648.0,8.5,7.4,7.5,7.7,7.2,6.5,7.1,7.8,7.0,6.0,7.1,7.7,7.6,6.7,7.2,7.7
22K207,97.0,99,69,324.0,81.0,653.0,8.4,7.5,7.4,7.9,8.2,7.5,7.8,8.4,6.8,6.7,7.3,8.0,7.8,7.2,7.5,8.1
22K217,,67,49,,63.0,485.0,8.8,8.0,8.1,8.3,8.1,7.5,7.8,8.4,,,,,8.5,7.8,7.9,8.3
22K222,,96,82,,67.0,552.0,9.1,8.5,8.5,8.8,9.1,8.3,8.5,9.1,,,,,9.1,8.4,8.5,9.0
22K234,98.0,100,64,1796.0,107.0,1108.0,8.3,7.6,7.8,7.9,8.0,7.9,8.2,8.8,6.9,6.3,7.3,8.0,7.7,7.2,7.7,8.2
22K236,,96,65,,43.0,300.0,8.9,8.3,8.0,8.5,7.5,6.8,7.1,7.6,,,,,8.2,7.5,7.6,8.1
22K240,95.0,78,32,1018.0,62.0,322.0,7.4,7.1,7.2,7.3,5.6,5.6,5.9,6.4,4.5,5.1,5.4,6.9,5.8,5.9,6.2,6.9
22K245,,94,73,,16.0,152.0,9.3,8.7,8.5,8.9,8.9,7.8,8.7,9.1,,,,,9.1,8.2,8.6,9.0
22K251,,98,41,,56.0,212.0,8.7,8.0,7.9,8.2,6.9,6.5,6.6,7.0,,,,,7.8,7.3,7.2,7.6
22K254,,98,73,,43.0,382.0,8.9,7.9,7.8,8.0,8.8,7.8,8.0,8.9,,,,,8.8,7.9,7.9,8.5
22K255,,97,60,,65.0,393.0,9.0,8.1,8.1,8.3,8.9,7.8,8.3,8.5,,,,,8.9,7.9,8.2,8.4
22K269,,88,73,,37.0,371.0,8.7,8.1,8.0,8.3,6.8,6.8,6.7,7.4,,,,,7.7,7.4,7.4,7.9
22K277,,100,92,,32.0,335.0,9.0,8.1,8.0,8.4,8.9,8.0,8.2,8.9,,,,,9.0,8.0,8.1,8.7
22K278,94.0,87,51,919.0,58.0,462.0,9.1,8.6,8.6,8.9,8.0,7.7,8.0,8.1,6.6,6.5,7.1,8.1,7.9,7.6,7.9,8.4
22K312,,97,85,,66.0,616.0,9.0,8.3,8.2,8.6,8.3,8.1,8.5,9.1,,,,,8.6,8.2,8.3,8.8
22K315,,92,64,,48.0,406.0,8.5,7.8,7.8,8.2,7.1,7.4,7.5,7.9,,,,,7.8,7.6,7.6,8.1
22K326,,100,68,,22.0,133.0,9.4,8.9,8.4,9.3,9.3,8.9,9.2,9.1,,,,,9.4,8.9,8.8,9.2
22K361,,70,39,,33.0,217.0,8.9,8.3,8.2,8.7,6.6,4.6,5.5,6.3,,,,,7.8,6.5,6.9,7.5
22K381,93.0,93,33,383.0,28.0,129.0,7.9,6.4,6.4,6.8,7.6,7.0,7.3,7.8,5.4,5.0,5.3,6.8,7.0,6.1,6.3,7.2
22K405,85.0,95,75,3330.0,178.0,2804.0,7.4,6.5,6.9,7.2,7.4,7.1,7.3,7.8,6.5,5.4,6.2,7.1,7.1,6.3,6.8,7.4
22K425,86.0,65,34,2681.0,106.0,998.0,8.0,7.5,7.7,7.9,8.2,7.8,8.0,8.4,6.5,6.0,6.7,7.3,7.6,7.1,7.5,7.9
22K495,88.0,71,11,1759.0,97.0,204.0,7.4,6.9,7.1,7.2,6.6,6.4,7.0,7.2,5.7,5.5,6.4,6.9,6.6,6.3,6.8,7.1
22K535,92.0,90,30,933.0,44.0,295.0,8.8,7.2,7.6,7.6,8.1,6.4,6.7,7.8,7.6,6.3,7.1,7.6,8.2,6.6,7.1,7.7
22K555,98.0,100,56,605.0,30.0,328.0,9.0,8.1,7.9,8.4,9.0,8.3,8.4,8.8,7.5,6.5,7.1,8.0,8.5,7.6,7.8,8.4
23K041,93.0,81,28,206.0,44.0,141.0,8.3,7.5,7.5,7.9,6.5,6.1,6.6,7.4,5.3,6.2,6.8,7.5,6.7,6.6,7.0,7.6
23K073,89.0,79,34,124.0,31.0,126.0,8.0,8.0,7.6,8.2,5.7,6.1,6.2,6.9,6.4,5.9,6.8,7.6,6.7,6.7,6.9,7.6
23K137,97.0,59,59,84.0,19.0,161.0,8.5,8.2,8.1,8.2,7.5,6.8,6.9,7.7,5.6,6.3,6.8,7.1,7.2,7.1,7.2,7.6
23K150,98.0,92,62,44.0,24.0,153.0,8.4,7.5,7.6,7.4,6.2,6.5,7.3,7.2,6.6,6.5,7.3,7.6,7.1,6.8,7.4,7.4
23K155,97.0,100,76,184.0,44.0,318.0,8.3,7.8,7.6,8.2,7.8,8.2,8.4,8.9,6.2,6.2,7.3,7.7,7.4,7.4,7.8,8.3
23K156,,90,67,,52.0,452.0,8.8,8.2,8.1,8.4,7.6,7.7,7.9,8.4,,,,,8.2,7.9,8.0,8.4
23K165,90.0,83,51,147.0,39.0,240.0,7.8,7.6,7.6,7.9,6.9,6.9,7.4,7.6,6.3,6.6,7.4,7.8,7.0,7.0,7.5,7.8
23K178,93.0,93,75,177.0,41.0,353.0,7.9,7.6,7.6,7.9,6.9,6.8,7.1,7.7,5.5,6.2,7.0,7.5,6.8,6.9,7.2,7.7
23K184,83.0,91,28,141.0,39.0,111.0,8.2,7.6,7.6,7.7,5.6,6.3,6.2,6.6,6.4,6.3,6.8,7.6,6.8,6.8,6.9,7.3
23K284,95.0,100,68,168.0,47.0,280.0,8.2,7.7,7.5,7.8,6.5,6.8,6.9,7.2,6.7,6.5,7.3,7.7,7.1,7.0,7.3,7.6
23K298,86.0,94,54,166.0,46.0,234.0,7.8,7.3,7.5,7.5,5.3,5.4,5.9,6.3,4.8,5.7,6.0,7.1,6.0,6.1,6.5,7.0
23K323,97.0,98,68,184.0,41.0,296.0,8.5,7.8,7.9,8.0,7.7,7.2,7.7,8.1,7.4,7.4,8.2,8.4,7.9,7.5,7.9,8.2
23K327,93.0,89,64,199.0,49.0,376.0,8.1,7.6,7.7,8.0,7.0,7.4,7.8,8.0,5.6,5.6,6.5,7.4,6.9,6.9,7.3,7.8
23K332,89.0,92,54,87.0,33.0,150.0,7.2,6.9,7.0,7.1,6.4,5.9,6.2,6.9,5.7,6.0,6.3,7.2,6.4,6.2,6.5,7.1
23K392,88.0,94,71,242.0,17.0,200.0,8.5,7.5,7.6,8.0,7.7,7.1,7.1,8.1,6.9,6.4,7.1,8.1,7.7,7.0,7.3,8.1
23K493,81.0,57,12,469.0,21.0,63.0,7.7,7.4,7.6,7.3,7.4,7.0,7.4,7.7,6.1,5.8,6.6,7.4,7.1,6.7,7.2,7.5
23K514,81.0,97,65,300.0,29.0,234.0,7.9,7.6,7.5,7.8,6.9,6.5,6.5,7.2,6.2,6.1,6.7,7.5,7.0,6.8,6.9,7.5
23K518,97.0,64,76,252.0,14.0,190.0,8.5,7.8,7.6,8.1,6.4,5.9,6.4,6.6,5.7,5.7,6.3,7.3,6.8,6.5,6.8,7.3
23K522,100.0,100,90,255.0,13.0,219.0,8.7,7.5,7.6,7.8,7.8,6.7,7.1,7.6,6.4,6.0,6.7,7.5,7.6,6.7,7.1,7.7
23K631,,67,38,,22.0,132.0,8.0,7.7,7.6,7.9,6.5,6.5,6.8,7.4,,,,,7.2,7.1,7.2,7.6
23K634,96.0,100,47,182.0,17.0,87.0,7.9,7.5,7.3,7.6,6.6,6.7,7.0,7.2,6.3,6.8,7.2,7.6,6.9,7.0,7.2,7.5
23K643,64.0,81,17,116.0,13.0,31.0,9.1,8.5,8.2,9.0,7.6,7.7,8.4,8.7,7.9,6.9,7.7,8.3,8.2,7.7,8.1,8.7
23K644,81.0,93,94,167.0,14.0,189.0,9.2,8.6,8.4,9.0,9.4,8.9,9.7,9.6,7.6,6.9,8.4,8.8,8.8,8.1,8.8,9.1
23K645,55.0,100,6,36.0,6.0,4.0,8.6,7.5,7.4,7.6,7.8,6.7,7.8,7.8,6.9,5.8,6.3,6.8,7.6,6.5,7.1,7.3
23K646,52.0,79,23,108.0,15.0,48.0,8.7,7.7,7.8,8.4,6.0,4.7,6.3,6.8,7.3,6.4,7.2,7.7,7.3,6.3,7.1,7.6
23K647,77.0,50,31,151.0,8.0,60.0,8.6,8.3,8.0,8.6,6.3,5.4,6.8,7.5,7.4,7.0,7.5,8.1,7.5,6.9,7.4,8.0
23K671,90.0,100,35,38.0,5.0,14.0,9.0,9.0,8.8,9.3,6.3,8.0,6.9,7.1,7.6,7.3,7.7,8.3,7.6,8.1,7.8,8.2
23K697,90.0,67,45,492.0,26.0,228.0,8.1,7.6,7.6,8.0,6.8,5.8,6.1,7.2,6.4,6.3,7.0,7.8,7.1,6.6,6.9,7.7
24Q005,94.0,95,55,1412.0,104.0,783.0,8.4,7.4,7.4,7.8,7.3,7.3,7.6,8.3,6.6,6.0,6.6,7.5,7.4,6.9,7.2,7.9
24Q007,,71,61,,63.0,653.0,8.7,7.6,7.5,7.6,7.7,6.1,6.2,7.0,,,,,8.2,6.8,6.9,7.3
24Q012,,83,73,,71.0,793.0,8.9,8.0,7.8,8.1,9.0,8.0,8.4,8.8,,,,,9.0,8.0,8.1,8.4
24Q013,,89,91,,74.0,1072.0,8.6,7.6,7.3,7.7,8.0,6.6,6.9,7.7,,,,,8.3,7.1,7.1,7.7
24Q014,,57,34,,61.0,447.0,8.9,7.8,7.6,8.0,8.9,8.2,8.8,9.2,,,,,8.9,8.0,8.2,8.6
24Q016,,100,83,,94.0,1147.0,9.2,8.5,8.4,8.6,8.5,7.7,8.5,8.8,,,,,8.9,8.1,8.4,8.7
24Q019,,93,89,,134.0,1540.0,8.7,7.8,7.5,8.0,8.7,7.9,8.4,8.6,,,,,8.7,7.9,7.9,8.3
24Q028,,100,89,,40.0,432.0,9.5,8.9,8.8,9.1,9.4,8.2,8.4,8.8,,,,,9.4,8.6,8.6,8.9
24Q049,97.0,63,87,197.0,34.0,621.0,8.6,7.6,7.6,7.9,7.6,6.6,7.1,8.0,7.4,7.0,7.3,8.0,7.8,7.0,7.3,8.0
24Q058,99.0,99,85,113.0,67.0,665.0,8.9,7.8,7.9,8.0,7.8,6.2,6.8,7.2,7.4,6.1,7.5,8.0,8.0,6.7,7.4,7.7
24Q061,95.0,94,55,2089.0,149.0,1128.0,7.7,7.4,7.2,7.6,6.7,6.7,6.8,7.5,6.5,6.2,6.8,7.7,7.0,6.8,6.9,7.6
24Q068,,93,76,,56.0,484.0,9.0,8.2,8.0,8.4,7.9,7.2,7.4,8.2,,,,,8.4,7.7,7.7,8.3
24Q071,,60,55,,46.0,488.0,8.8,8.0,7.8,8.3,7.0,4.5,5.2,6.3,,,,,7.9,6.2,6.5,7.3
24Q073,95.0,54,43,1413.0,57.0,619.0,8.0,7.1,7.1,7.5,7.0,5.9,6.2,7.0,6.4,5.7,6.3,7.4,7.1,6.2,6.5,7.3
24Q077,97.0,97,26,1090.0,76.0,268.0,8.1,7.2,7.2,7.7,7.3,7.1,6.9,7.7,6.0,5.9,6.3,7.1,7.2,6.7,6.8,7.5
24Q081,,100,93,,82.0,808.0,8.9,8.2,7.9,8.5,7.8,7.8,7.9,8.4,,,,,8.3,8.0,7.9,8.4
24Q087,91.0,63,58,182.0,33.0,262.0,8.8,8.3,8.1,8.5,7.7,7.0,7.9,8.3,8.4,8.1,8.9,9.1,8.3,7.8,8.3,8.6
24Q088,,93,63,,78.0,572.0,8.7,7.7,7.5,8.1,7.2,5.5,5.9,6.7,,,,,8.0,6.6,6.7,7.4
24Q089,,94,100,,120.0,1512.0,8.9,8.1,7.7,8.1,8.2,7.4,7.4,8.2,,,,,8.5,7.7,7.5,8.2
24Q091,,73,53,,49.0,381.0,8.5,7.8,7.4,8.0,7.3,5.1,6.5,7.4,,,,,7.9,6.4,7.0,7.7
24Q093,91.0,91,60,1166.0,83.0,712.0,7.9,7.4,7.3,7.7,6.0,6.0,6.4,7.4,6.1,5.9,6.5,7.4,6.7,6.4,6.7,7.5
24Q102,99.0,90,55,331.0,77.0,490.0,8.7,7.7,7.7,7.9,8.6,8.0,8.3,8.8,7.5,6.9,7.8,8.5,8.3,7.5,7.9,8.4
24Q113,98.0,98,87,179.0,51.0,542.0,9.3,8.6,8.3,8.8,9.5,8.8,9.2,9.6,9.3,8.7,9.2,9.4,9.4,8.7,8.9,9.3
24Q119,98.0,97,62,938.0,63.0,556.0,7.8,6.9,7.1,7.4,7.5,6.9,7.4,8.0,6.3,6.2,6.8,7.7,7.2,6.7,7.1,7.7
24Q125,99.0,99,65,1424.0,108.0,1011.0,8.3,7.4,7.3,7.8,8.3,7.5,8.2,8.5,6.9,5.9,6.9,7.8,7.9,6.9,7.5,8.0
24Q128,98.0,100,87,124.0,41.0,418.0,9.5,9.0,8.6,9.1,9.7,9.3,9.5,9.4,8.7,7.8,8.5,8.9,9.3,8.7,8.9,9.1
24Q143,,85,35,,83.0,445.0,8.8,7.9,7.7,8.1,7.9,6.3,7.0,7.9,,,,,8.3,7.1,7.3,8.0
24Q153,100.0,94,56,165.0,83.0,740.0,8.8,7.8,7.7,8.3,7.8,6.7,6.5,7.4,8.2,7.9,8.7,8.9,8.3,7.5,7.6,8.2
24Q199,,55,54,,43.0,488.0,8.9,8.0,7.7,8.2,8.0,7.5,6.9,7.9,,,,,8.4,7.7,7.3,8.1
24Q229,97.0,98,70,151.0,92.0,798.0,8.8,7.7,7.8,7.9,8.2,7.7,7.9,8.5,8.8,7.8,8.8,9.2,8.6,7.7,8.2,8.5
24Q239,,100,69,,66.0,476.0,8.8,7.8,7.6,8.0,8.1,7.3,7.5,7.8,,,,,8.4,7.6,7.5,7.9
24Q264,95.0,96,81,400.0,24.0,332.0,8.9,7.9,7.8,8.2,7.1,5.9,6.1,7.2,7.3,6.5,6.9,7.9,7.8,6.8,6.9,7.8
24Q267,95.0,100,32,330.0,25.0,109.0,8.5,7.9,7.8,7.9,8.6,7.9,8.5,8.9,6.8,6.2,6.5,7.3,8.0,7.4,7.6,8.0
24Q290,,83,88,,5.0,53.0,9.5,8.7,8.6,9.1,8.1,8.3,8.4,8.7,,,,,8.8,8.5,8.5,8.9
24Q293,92.0,96,50,295.0,24.0,158.0,8.7,8.1,8.0,8.2,7.0,5.5,5.8,7.1,7.3,6.7,7.4,7.8,7.7,6.8,7.1,7.7
24Q296,87.0,100,42,294.0,23.0,131.0,8.8,8.7,8.2,8.4,6.4,6.1,6.9,6.8,7.3,6.1,7.0,7.6,7.5,7.0,7.4,7.6
24Q299,88.0,71,42,460.0,25.0,214.0,8.9,8.0,7.9,8.5,8.6,6.2,7.3,8.2,7.9,6.8,7.4,8.4,8.5,7.0,7.5,8.4
24Q305,,85,76,,23.0,236.0,9.2,8.7,8.6,8.8,7.8,7.1,7.3,7.3,,,,,8.5,7.9,8.0,8.0
24Q307,,88,100,,36.0,568.0,9.4,8.7,8.6,8.8,8.1,6.3,6.5,7.0,,,,,8.7,7.5,7.6,7.9
24Q330,,93,71,,13.0,144.0,9.2,8.5,7.9,8.6,7.2,5.1,5.5,6.6,,,,,8.2,6.8,6.7,7.6
24Q455,74.0,70,24,2076.0,107.0,630.0,7.4,7.1,7.1,7.2,7.2,7.0,7.3,7.8,6.4,5.9,6.4,7.1,7.0,6.6,6.9,7.4
24Q457,44.0,83,16,86.0,30.0,31.0,8.9,7.9,7.8,8.4,8.6,7.9,8.2,8.2,8.0,6.5,7.6,7.9,8.5,7.4,7.9,8.2
24Q485,56.0,76,15,1260.0,106.0,302.0,7.6,7.4,7.2,7.5,7.9,7.8,8.0,8.4,6.4,5.7,6.5,7.2,7.3,6.9,7.2,7.7
24Q520,70.0,73,37,321.0,22.0,168.0,8.4,7.4,7.3,7.5,7.2,5.2,5.9,6.2,7.3,6.1,6.8,7.4,7.6,6.2,6.6,7.1
24Q530,84.0,87,48,381.0,26.0,201.0,8.9,8.0,7.9,8.4,8.8,6.4,7.8,8.5,8.0,6.9,7.3,7.8,8.6,7.1,7.7,8.2
24Q550,84.0,98,30,632.0,47.0,218.0,8.5,8.0,7.7,7.9,7.4,6.7,7.3,7.8,7.0,5.5,6.8,7.4,7.6,6.8,7.3,7.7
24Q560,87.0,50,25,478.0,17.0,130.0,8.8,7.3,7.4,7.6,6.4,4.5,5.8,5.9,7.2,6.2,6.5,7.1,7.5,6.0,6.6,6.9
24Q600,85.0,78,18,1092.0,69.0,226.0,8.2,7.0,7.0,7.3,8.6,8.1,9.0,8.9,6.6,5.8,6.3,7.2,7.8,6.9,7.4,7.8
24Q610,93.0,87,20,1932.0,106.0,401.0,8.4,7.1,7.1,7.7,8.5,8.1,8.3,8.7,6.9,5.8,6.4,7.3,7.9,7.0,7.3,7.9
24Q744,91.0,100,92,208.0,14.0,216.0,9.3,8.4,8.2,8.9,7.3,7.0,7.8,8.4,9.3,9.3,9.0,9.2,8.6,8.2,8.3,8.8
24Q877,,97,85,,33.0,349.0,8.8,7.6,7.7,7.9,8.8,7.0,8.1,8.8,,,,,8.8,7.3,7.9,8.4
25Q020,,87,90,,81.0,986.0,8.5,7.8,7.6,7.9,7.6,6.0,6.7,7.7,,,,,8.1,6.9,7.2,7.8
25Q021,,100,100,,73.0,966.0,9.0,8.1,8.0,8.2,7.8,6.2,6.6,7.1,,,,,8.4,7.2,7.3,7.7
25Q022,,65,47,,37.0,296.0,8.2,7.4,7.4,7.2,7.2,5.4,5.9,6.9,,,,,7.7,6.4,6.7,7.1
25Q024,,98,86,,59.0,570.0,8.7,7.8,7.8,7.8,8.7,8.1,8.5,8.8,,,,,8.7,8.0,8.1,8.3
25Q025,97.0,91,34,801.0,52.0,264.0,7.7,6.6,6.8,7.1,7.9,8.0,8.6,8.8,6.1,5.6,6.1,7.2,7.2,6.7,7.2,7.7
25Q029,,80,93,,36.0,493.0,9.0,8.0,7.9,8.2,8.3,6.7,7.4,7.9,,,,,8.6,7.3,7.7,8.0
25Q032,,100,78,,44.0,506.0,8.8,7.9,7.9,8.1,9.4,9.0,9.0,9.2,,,,,9.1,8.5,8.5,8.6
25Q079,,81,71,,39.0,482.0,8.7,7.7,7.6,7.9,7.9,6.0,6.8,7.3,,,,,8.3,6.9,7.2,7.6
25Q107,,97,83,,60.0,625.0,8.9,8.0,8.2,8.1,9.2,8.4,9.1,9.0,,,,,9.1,8.2,8.6,8.6
25Q120,,96,86,,52.0,600.0,8.3,7.3,7.4,7.5,7.6,5.1,5.5,6.5,,,,,8.0,6.2,6.4,7.0
25Q129,,88,66,,60.0,526.0,9.0,7.9,7.9,8.1,9.1,7.7,8.4,8.7,,,,,9.1,7.8,8.1,8.4
25Q130,,100,68,,26.0,189.0,8.9,8.2,8.3,8.3,8.5,6.7,8.1,8.5,,,,,8.7,7.5,8.2,8.4
25Q154,,83,93,,34.0,486.0,8.9,8.3,8.0,8.4,6.9,6.1,6.5,7.5,,,,,7.9,7.2,7.3,8.0
25Q163,,71,85,,25.0,361.0,8.8,7.8,7.8,7.7,7.3,7.0,6.8,7.3,,,,,8.1,7.4,7.3,7.5
25Q164,91.0,85,54,202.0,40.0,261.0,8.5,7.7,7.8,8.0,7.5,6.7,7.3,7.8,6.6,5.6,6.6,7.5,7.5,6.7,7.2,7.8
25Q165,,83,87,,55.0,448.0,8.6,7.7,7.8,7.9,7.5,4.1,5.5,6.5,,,,,8.0,5.9,6.6,7.2
25Q169,,100,79,,26.0,235.0,9.1,8.4,8.3,8.5,9.4,8.8,9.6,9.3,,,,,9.3,8.6,9.0,8.9
25Q184,,65,86,,20.0,322.0,8.9,8.0,8.0,8.2,9.0,8.2,9.0,8.9,,,,,9.0,8.1,8.5,8.5
25Q185,77.0,59,33,855.0,44.0,348.0,8.1,7.2,7.3,7.6,7.6,6.8,7.2,8.2,6.7,5.8,6.6,7.6,7.4,6.6,7.0,7.8
25Q189,98.0,98,58,773.0,49.0,421.0,7.8,6.9,6.9,7.2,9.0,8.0,8.6,9.0,7.4,7.1,7.4,8.2,8.0,7.4,7.6,8.1
25Q193,,83,70,,25.0,266.0,8.5,7.6,7.7,7.7,8.8,7.4,8.1,8.3,,,,,8.6,7.5,7.9,8.0
25Q194,94.0,63,35,1050.0,46.0,359.0,7.8,6.8,6.7,7.1,5.5,4.6,4.6,5.4,5.9,5.5,6.0,7.1,6.4,5.6,5.8,6.5
25Q200,100.0,85,49,179.0,34.0,193.0,8.2,7.7,7.8,8.1,6.9,6.2,6.4,7.2,6.2,5.8,6.8,7.2,7.1,6.6,7.0,7.5
25Q201,,94,48,,44.0,190.0,8.6,8.1,8.1,8.4,6.1,5.6,6.2,7.0,,,,,7.4,6.9,7.2,7.7
25Q209,,100,92,,44.0,464.0,8.9,8.0,8.0,8.2,8.7,8.1,8.5,9.0,,,,,8.8,8.1,8.3,8.6
25Q214,,87,63,,27.0,222.0,8.9,7.9,7.9,8.0,8.4,8.3,8.3,9.0,,,,,8.6,8.1,8.1,8.5
